Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
640,Sandry,br BRA,MF,Santos,19,2002,22,4,692,7.7,0,1,1,0,0,0,2,0,0.4,0.4,1.2,1.5,15,68,13,0.00,0.13,0.13,0.00,0.13,0.05,0.15,0.20,0.05,0.20,Matches,8ceeabef
641,Alex Santana,br BRA,MF,Atl Paranaense,26,1995,13,9,889,9.9,2,0,2,2,0,0,4,0,1.4,1.4,0.4,1.7,28,52,18,0.20,0.00,0.20,0.20,0.20,0.14,0.04,0.18,0.14,0.18,Matches,e75dc411
642,Santos,br BRA,GK,Flamengo,31,1990,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b8d0b69c
643,Ademir Santos,br BRA,FWMF,Atlético Mineiro,26,1995,35,15,1492,16.6,2,0,2,2,0,0,4,0,3.4,3.4,2.3,5.7,64,45,150,0.12,0.00,0.12,0.12,0.12,0.21,0.14,0.34,0.21,0.34,Matches,4b7d58c2
644,Chayene Santos,br BRA,MFFW,Botafogo (RJ),31,1990,12,6,582,6.5,0,0,0,0,0,0,3,0,0.8,0.8,0.6,1.4,14,22,28,0.00,0.00,0.00,0.00,0.00,0.13,0.09,0.22,0.13,0.22,Matches,64a427b4
645,Fábio Santos,br BRA,DF,Corinthians,36,1985,22,17,1567,17.4,3,0,3,1,2,2,4,0,2.0,0.4,0.6,1.1,20,95,64,0.17,0.00,0.17,0.06,0.06,0.12,0.04,0.15,0.02,0.06,Matches,d0d786fd
646,Guilherme Santos,br BRA,FWMF,Bragantino,20,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6eae9de6
647,Gustavo Santos,br BRA,FW,Avaí,19,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,93913c8e
648,Juan Santos,br BRA,FW,São Paulo,19,2002,2,0,56,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.4,1,1,8,1.61,0.00,1.61,1.61,1.61,0.50,0.06,0.56,0.50,0.56,Matches,ad89aa96
649,Júnior Santos,br BRA,FWMF,Botafogo (RJ),27,1994,15,14,1071,11.9,1,1,2,1,0,0,1,0,1.9,1.9,1.0,2.9,29,20,70,0.08,0.08,0.17,0.08,0.17,0.16,0.08,0.24,0.16,0.24,Matches,9109e933
650,Luis Eduardo Marques dos Santos,br BRA,DF,Atl Goianiense,24,1997,22,20,1635,18.2,1,2,3,1,0,0,1,0,0.8,0.8,1.9,2.7,26,66,117,0.06,0.11,0.17,0.06,0.17,0.05,0.10,0.15,0.05,0.15,Matches,5c5a0d4d
651,Matheus Santos,br BRA,MF,Goiás,23,1998,1,1,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,48125180
652,Rafael Santos,br BRA,DF,Coritiba,23,1998,15,13,1145,12.7,0,0,0,0,0,0,2,0,0.2,0.2,0.9,1.1,16,38,40,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches,c72a6057
653,Mateus Sarará,br BRA,MF,Avaí,19,2002,8,5,429,4.8,1,0,1,1,0,0,3,0,0.1,0.1,0.0,0.1,4,29,1,0.21,0.00,0.21,0.21,0.21,0.01,0.00,0.02,0.01,0.02,Matches,1b4c1c9c
654,Renzo Saravia,ar ARG,DFMF,Botafogo (RJ),28,1993,25,22,1814,20.2,0,2,2,0,0,0,10,0,1.4,1.4,0.7,2.1,57,77,50,0.00,0.10,0.10,0.00,0.10,0.07,0.03,0.10,0.07,0.10,Matches,cf316639
655,Eduardo Sasha,br BRA,FWMF,Atlético Mineiro,29,1992,27,16,1291,14.3,3,1,4,3,0,0,1,0,4.2,4.2,1.7,5.9,9,55,94,0.21,0.07,0.28,0.21,0.28,0.30,0.12,0.41,0.30,0.41,Matches,b938b871
656,Lucas Sasha,br BRA,MF,Fortaleza,31,1990,19,15,1270,14.1,1,0,1,1,0,0,2,0,0.8,0.8,0.2,0.9,8,53,21,0.07,0.00,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,Matches,2e2ec9cf
657,Gustavo Sauer,br BRA,FWMF,Botafogo (RJ),28,1993,9,4,287,3.2,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,5,11,19,0.00,0.00,0.00,0.00,0.00,0.09,0.17,0.26,0.09,0.26,Matches,fd53959e
658,Jefferson Savarino,ve VEN,FW,Atlético Mineiro,25,1996,3,1,90,1.0,2,0,2,2,0,0,0,0,1.1,1.1,0.0,1.2,2,6,11,2.00,0.00,2.00,2.00,2.00,1.13,0.05,1.18,1.13,1.18,Matches,91721722
659,Sávio,br BRA,FWMF,Atlético Mineiro,17,2004,8,2,212,2.4,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,14,8,25,0.42,0.00,0.42,0.42,0.42,0.26,0.08,0.34,0.26,0.34,Matches,fe6e7156
660,Savio,br BRA,DF,Goiás,26,1995,11,11,850,9.4,0,1,1,0,0,0,6,1,0.2,0.2,1.4,1.6,21,27,14,0.00,0.11,0.11,0.00,0.11,0.02,0.15,0.17,0.02,0.17,Matches,3e8c6e2c
661,Gustavo Scarpa,br BRA,MFFW,Palmeiras,28,1994,35,31,2575,28.6,7,13,20,3,4,5,3,0,10.1,6.2,12.0,18.1,79,158,274,0.24,0.45,0.70,0.10,0.56,0.35,0.42,0.77,0.22,0.63,Matches,2964fd20
662,Cleiton Schwengber,br BRA,GK,Bragantino,24,1997,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,d24ae824
663,Shaylon,br BRA,FWMF,Atl Goianiense,24,1997,28,15,1354,15.0,3,0,3,3,0,0,3,0,1.7,1.7,2.7,4.4,43,76,101,0.20,0.00,0.20,0.20,0.20,0.11,0.18,0.29,0.11,0.29,Matches,69c11ef0
664,Sidcley,br BRA,DFMF,Cuiabá,28,1993,7,4,333,3.7,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,8,16,19,0.27,0.00,0.27,0.27,0.27,0.02,0.04,0.06,0.02,0.06,Matches,a5e96539
665,Sidimar,br BRA,DF,Goiás,29,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,7,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,080fc1f0
666,Sidnei,br BRA,DF,Goiás,32,1989,4,4,294,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,b14d0c5d
667,Pablo Siles,uy URU,MF,Atl Paranaense,24,1997,5,2,158,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,5,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,cca1e0b5
668,Aderlan Silva,br BRA,DF,Bragantino,31,1990,31,31,2675,29.7,1,2,3,1,0,0,10,0,0.7,0.7,6.5,7.3,51,132,125,0.03,0.07,0.10,0.03,0.10,0.02,0.22,0.25,0.02,0.25,Matches,48371573
669,Bruno Silva,br BRA,MF,Avaí,35,1986,31,31,2603,28.9,0,1,1,0,0,0,14,1,1.6,1.6,0.9,2.5,22,117,61,0.00,0.03,0.03,0.00,0.03,0.06,0.03,0.09,0.06,0.09,Matches,6efbf91e
670,Da Silva,br BRA,DF,Goiás,20,2001,7,6,568,6.3,1,0,1,1,0,0,3,0,0.4,0.4,0.0,0.4,1,18,0,0.16,0.00,0.16,0.16,0.16,0.06,0.01,0.07,0.06,0.07,Matches,4772a037
671,Cristiano da Silva Leite,br BRA,DF,Fluminense,28,1993,14,8,748,8.3,0,1,1,0,0,0,1,0,0.6,0.6,0.3,0.8,15,21,53,0.00,0.12,0.12,0.00,0.12,0.07,0.03,0.10,0.07,0.10,Matches,2567b7b6
672,Felipe Silva Lipe,br BRA,DF,Avaí,19,2002,3,3,270,3.0,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,1,4,0,0.33,0.00,0.33,0.33,0.33,0.24,0.06,0.30,0.24,0.30,Matches,6b2bfcda
673,Lucas Silva,br BRA,FWMF,Avaí,24,1998,6,0,110,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,8,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches,aa47c6ce
674,Marcão Silva,br BRA,MFDF,Cuiabá,31,1991,26,11,1265,14.1,0,0,0,0,0,0,1,0,2.1,2.1,0.3,2.4,10,44,10,0.00,0.00,0.00,0.00,0.00,0.15,0.02,0.17,0.15,0.17,Matches,e7f8bf4a
675,Márcio Silva,br BRA,DF,Coritiba,20,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7ee2ea5b
676,Nathan Silva,br BRA,DF,Atlético Mineiro,24,1997,22,18,1732,19.2,0,0,0,0,0,0,8,0,1.3,1.3,0.7,1.9,6,57,4,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches,369d907c
677,Ricardo Silva,br BRA,DF,América (MG),29,1992,11,8,743,8.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,9,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,a5075276
678,Miguel Silveira,br BRA,MFFW,Bragantino,18,2003,17,7,565,6.3,1,2,3,1,0,0,1,0,0.9,0.9,2.6,3.4,17,35,38,0.16,0.32,0.48,0.16,0.48,0.14,0.41,0.55,0.14,0.55,Matches,281942c4
679,Vinicius Silvestre,br BRA,GK,Palmeiras,27,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1944518a
680,Jailson Siqueira,br BRA,MF,Palmeiras,26,1995,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches,b4819112
681,Everton Soares,br BRA,FWMF,Flamengo,25,1996,20,15,1416,15.7,2,5,7,2,0,0,0,1,3.2,3.2,5.5,8.8,80,58,173,0.13,0.32,0.44,0.13,0.44,0.20,0.35,0.56,0.20,0.56,Matches,b1cbc666
682,Tiquinho Soares,br BRA,FW,Botafogo (RJ),31,1991,14,14,1236,13.7,6,2,8,5,1,1,1,0,5.4,4.6,1.1,5.7,18,28,89,0.44,0.15,0.58,0.36,0.51,0.39,0.08,0.47,0.34,0.42,Matches,4d982baf
683,Fernando Sobral,br BRA,MF,Ceará,27,1994,23,10,1005,11.2,1,0,1,1,0,0,2,0,0.9,0.9,0.5,1.4,28,72,27,0.09,0.00,0.09,0.09,0.09,0.08,0.04,0.12,0.08,0.12,Matches,c012aacd
684,Yeferson Soteldo,ve VEN,FWMF,Santos,24,1997,7,7,566,6.3,0,1,1,0,0,0,1,0,0.6,0.6,1.7,2.4,36,20,71,0.00,0.16,0.16,0.00,0.16,0.10,0.28,0.38,0.10,0.38,Matches,bbb6c951
685,Yan Souto,br BRA,DF,Goiás,20,2001,8,7,611,6.8,1,0,1,1,0,0,3,0,0.2,0.2,0.0,0.2,3,14,1,0.15,0.00,0.15,0.15,0.15,0.02,0.00,0.02,0.02,0.02,Matches,2dffc479
686,Hugo Souza,br BRA,GK,Flamengo,23,1999,15,14,1286,14.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c02e5af1
687,Igor Vinícius de Souza,br BRA,DFFW,São Paulo,24,1997,23,11,1162,12.9,1,2,3,1,0,0,2,0,0.8,0.8,3.1,3.9,46,61,107,0.08,0.15,0.23,0.08,0.23,0.06,0.24,0.30,0.06,0.30,Matches,ec95088d
688,Bruno Tabata,br BRA,FW,Palmeiras,24,1997,13,4,469,5.2,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.19,0.19,0.00,0.19,,,,,,Matches,33fdf90d
689,Tadeu,br BRA,GK,Goiás,29,1992,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8445554f
690,Tailson,br BRA,FWDF,Santos,22,1999,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,200b381d
691,Taison,br BRA,MFFW,Internacional,34,1988,20,5,726,8.1,1,1,2,1,0,0,6,0,1.9,1.9,1.8,3.8,52,65,47,0.12,0.12,0.25,0.12,0.25,0.24,0.23,0.47,0.24,0.47,Matches,7272a72a
692,Tchê Tchê,br BRA,MF,Botafogo (RJ),29,1992,29,28,2314,25.7,1,0,1,1,0,0,3,0,1.4,1.4,0.6,2.0,27,108,15,0.04,0.00,0.04,0.04,0.04,0.05,0.02,0.08,0.05,0.08,Matches,5f2caf8f
693,David Terans,uy URU,MF,Atl Paranaense,27,1994,31,26,2009,22.3,12,4,16,6,6,7,3,0,9.8,4.3,4.4,8.7,45,78,105,0.54,0.18,0.72,0.27,0.45,0.44,0.20,0.63,0.19,0.39,Matches,d3d89d8d
694,Miguel Terceros,bo BOL,FW,Santos,17,2004,2,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,3,0.00,0.00,0.00,0.00,0.00,0.37,0.10,0.47,0.37,0.47,Matches,d66ed604
695,Thiago,br BRA,GK,São Paulo,22,1999,3,2,242,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,602d20ae
696,Guilherme Tinga,br BRA,DF,Fortaleza,28,1993,17,14,1175,13.1,0,2,2,0,0,0,3,0,0.7,0.7,1.0,1.6,15,51,26,0.00,0.15,0.15,0.00,0.15,0.05,0.07,0.13,0.05,0.13,Matches,a8331ab0
697,Titi,br BRA,DF,Fortaleza,33,1988,34,32,2796,31.1,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,30,91,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,ea41ddf7
698,Igor Torres,br BRA,FWMF,Fortaleza,21,2000,4,0,13,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,cc9b11b1
699,Jesús Trindade,uy URU,MF,Coritiba,28,1993,17,15,1312,14.6,0,1,1,0,0,0,3,0,0.2,0.2,1.1,1.3,16,89,6,0.00,0.07,0.07,0.00,0.07,0.01,0.08,0.09,0.01,0.09,Matches,066e9f5d
700,Bruno Tubarão,br BRA,FWMF,Bragantino,26,1995,9,5,453,5.0,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,28,21,37,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.18,0.13,0.18,Matches,5411ef4f
701,Uendel,br BRA,DF,Cuiabá,33,1988,16,15,1320,14.7,1,1,2,1,0,0,0,0,0.2,0.2,1.2,1.4,18,87,34,0.07,0.07,0.14,0.07,0.14,0.01,0.08,0.09,0.01,0.09,Matches,0bd9e045
702,Valdemir,br BRA,MF,Coritiba,24,1997,13,8,617,6.9,0,1,1,0,0,0,6,0,0.5,0.5,1.3,1.8,7,32,10,0.00,0.15,0.15,0.00,0.15,0.07,0.19,0.26,0.07,0.26,Matches,82cca681
703,Valdívia,br BRA,MFFW,Cuiabá,27,1994,27,17,1384,15.4,2,0,2,2,0,0,4,1,2.4,2.4,2.3,4.8,53,59,116,0.13,0.00,0.13,0.13,0.13,0.16,0.15,0.31,0.16,0.31,Matches,e12be458
704,Vanderlan,br BRA,DF,Palmeiras,19,2002,13,7,652,7.2,1,1,2,1,0,0,0,0,0.7,0.7,1.0,1.6,19,26,27,0.14,0.14,0.28,0.14,0.28,0.09,0.13,0.23,0.09,0.23,Matches,bd8432ff
705,Guillermo Varela,uy URU,DF,Flamengo,28,1993,5,3,261,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,14,13,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,5c961282
706,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,32,1989,24,13,1141,12.7,5,3,8,3,2,2,2,0,5.2,3.6,2.3,5.9,29,52,90,0.39,0.24,0.63,0.24,0.47,0.41,0.18,0.59,0.29,0.46,Matches,bd603c00
707,Matheus de Vargas,br BRA,MF,Fortaleza,25,1996,11,5,418,4.6,0,0,0,0,0,0,2,0,0.9,0.9,0.3,1.2,18,18,26,0.00,0.00,0.00,0.00,0.00,0.19,0.06,0.26,0.19,0.26,Matches,e43a07d4
708,Jhon Vasquez,co COL,FWMF,Ceará,26,1995,13,3,414,4.6,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,14,12,39,0.00,0.00,0.00,0.00,0.00,0.07,0.15,0.21,0.07,0.21,Matches,b6832e5e
709,Rafael Vaz,br BRA,DF,Avaí,33,1988,18,16,1398,15.5,0,0,0,0,0,0,2,0,0.6,0.6,0.3,0.9,6,56,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches,244fc074
710,Raphael Veiga,br BRA,MF,Palmeiras,26,1995,19,17,1261,14.0,3,3,6,1,2,3,1,0,4.6,2.3,2.3,4.6,37,70,86,0.21,0.21,0.43,0.07,0.29,0.33,0.16,0.50,0.16,0.33,Matches,6e5a3bc7
711,Emiliano Velázquez,uy URU,DF,Santos,27,1994,9,5,543,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5efb80d5
712,Fausto Vera,ar ARG,MF,Corinthians,21,2000,18,16,1303,14.5,0,0,0,0,0,0,5,0,1.2,1.2,0.2,1.4,16,95,5,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Matches,8b3b381b
713,Gabriel Veron,br BRA,FWMF,Palmeiras,19,2002,12,7,569,6.3,1,3,4,1,0,0,0,0,0.8,0.8,1.1,1.9,20,18,47,0.16,0.47,0.63,0.16,0.63,0.13,0.17,0.30,0.13,0.30,Matches,6bc49da7
714,João Vialle,br BRA,DF,Atl Paranaense,19,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c63a8bf0
715,João Victor,br BRA,MF,Ceará,17,2004,3,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,3,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.47,0.47,Matches,e78d763e
716,João Victor,br BRA,DF,Corinthians,23,1998,7,5,482,5.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,7,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,d60cf08d
717,Marcos Victor,br BRA,DF,Ceará,20,2001,6,4,357,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,d714fc5a
718,Arturo Vidal,cl CHI,MF,Flamengo,34,1987,15,9,836,9.3,2,1,3,1,1,1,2,0,1.8,1.0,0.9,2.0,13,73,32,0.22,0.11,0.32,0.11,0.22,0.20,0.10,0.30,0.11,0.21,Matches,67cdbc0e
719,Caio Vidal,br BRA,FWMF,Internacional,21,2000,7,1,156,1.7,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,3,7,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches,599ab970
720,Elvis Vieira Araújo,br BRA,MFFW,Goiás,31,1990,13,11,849,9.4,4,2,6,1,3,3,4,0,2.9,0.5,1.8,2.4,11,86,33,0.42,0.21,0.64,0.11,0.32,0.31,0.19,0.50,0.06,0.25,Matches,b5391b63
721,Gabriel Vieira,br BRA,FW,Palmeiras,19,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,63904ba9
722,Luan Vieira,br BRA,MFFW,Santos,28,1993,8,4,452,5.0,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.9,6,30,21,0.20,0.00,0.20,0.20,0.20,0.10,0.07,0.17,0.10,0.17,Matches,c4f6bf06
723,Marcos Vinicios Sorriso,br BRA,FW,Bragantino,20,2001,31,15,1351,15.0,2,1,3,2,0,0,4,0,3.3,3.3,1.4,4.7,35,27,150,0.13,0.07,0.20,0.13,0.20,0.22,0.09,0.31,0.22,0.31,Matches,e816a8ee
724,Vinícius,br BRA,FWMF,Ceará,30,1991,31,28,2399,26.7,3,2,5,3,0,0,9,2,4.0,4.0,5.7,9.8,47,189,138,0.11,0.08,0.19,0.11,0.19,0.15,0.22,0.37,0.15,0.37,Matches,ee01c84d
725,Vinicius,br BRA,MFDF,Santos,22,1999,5,0,75,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,4,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,ab3ef9c4
726,Vinícius,br BRA,MFFW,Goiás,28,1993,25,22,1949,21.7,2,4,6,2,0,0,1,0,1.9,1.9,3.5,5.4,76,57,145,0.09,0.18,0.28,0.09,0.28,0.09,0.16,0.25,0.09,0.25,Matches,b6bd2b80
727,Vinícius,br BRA,FW,Botafogo (RJ),22,1999,16,9,870,9.7,2,0,2,2,0,0,3,0,2.0,2.0,0.8,2.8,14,21,57,0.21,0.00,0.21,0.21,0.21,0.21,0.08,0.29,0.21,0.29,Matches,ecce7383
728,Caio Vinícius,br BRA,MF,Goiás,23,1999,27,18,1559,17.3,0,0,0,0,0,0,7,1,1.0,1.0,0.3,1.4,10,42,20,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches,8529df9f
729,Mateus Vital,br BRA,FWMF,Corinthians,23,1998,16,7,742,8.2,0,2,2,0,0,0,1,0,0.6,0.6,0.8,1.4,21,31,50,0.00,0.24,0.24,0.00,0.24,0.07,0.10,0.17,0.07,0.17,Matches,db9c8fa4
730,Vitão,br BRA,DF,Internacional,21,2000,31,31,2787,31.0,2,0,2,2,0,0,1,0,1.0,1.0,0.0,1.0,4,41,1,0.06,0.00,0.06,0.06,0.06,0.03,0.00,0.03,0.03,0.03,Matches,d4f034db
731,Vitinho,br BRA,FW,Atl Paranaense,22,1999,25,17,1427,15.9,2,0,2,2,0,0,3,1,3.2,3.2,0.8,4.0,47,42,138,0.13,0.00,0.13,0.13,0.13,0.20,0.05,0.26,0.20,0.26,Matches,06d4b2e4
732,Vitinho,br BRA,FWMF,Flamengo,28,1993,11,4,480,5.3,0,0,0,0,0,0,1,0,2.1,2.1,0.6,2.8,18,23,45,0.00,0.00,0.00,0.00,0.00,0.40,0.12,0.52,0.40,0.52,Matches,a9e68c94
733,Vitinho,br BRA,FWMF,Avaí,21,2000,8,3,362,4.0,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.7,15,8,28,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.17,0.11,0.17,Matches,5e5cc7a9
734,João Vitor,br BRA,MF,Coritiba,21,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b8d3d5ee
735,Vladimir,br BRA,GK,Avaí,32,1989,23,22,2025,22.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,bbae502c
736,Max Walef,br BRA,GK,Fortaleza,28,1993,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6411a48d
737,Walter,br BRA,GK,Cuiabá,34,1987,28,28,2469,27.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8bae322b
738,Wanderson,br BRA,DF,Atl Goianiense,30,1991,28,27,2446,27.2,0,0,0,0,0,0,2,0,0.8,0.8,0.3,1.1,2,57,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,f612025c
739,Wanderson,br BRA,FWMF,Internacional,27,1994,26,21,1605,17.8,6,3,9,6,0,0,3,0,3.3,3.2,3.1,6.2,96,55,169,0.34,0.17,0.50,0.34,0.50,0.18,0.17,0.36,0.18,0.35,Matches,5da33b33
740,Warley,br BRA,FWMF,Coritiba,22,1999,15,7,560,6.2,0,0,0,0,0,0,1,2,0.5,0.5,0.4,0.9,16,11,46,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15,Matches,8f385e2e
741,Welington,br BRA,DFFW,São Paulo,20,2001,32,17,1671,18.6,0,6,6,0,0,0,5,1,0.9,0.9,2.4,3.3,74,106,174,0.00,0.32,0.32,0.00,0.32,0.05,0.13,0.18,0.05,0.18,Matches,a7f95b1f
742,José Welison,br BRA,MF,Fortaleza,26,1995,27,19,1723,19.1,2,0,2,2,0,0,6,0,1.0,0.9,0.9,1.8,15,90,35,0.10,0.00,0.10,0.10,0.10,0.05,0.04,0.09,0.05,0.09,Matches,b6cb4d16
743,Weliton,cl CHI,MF,Juventude,16,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,6.10,0.00,6.10,6.10,6.10,Matches,721322fb
744,Wellington,br BRA,DF,Avaí,26,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,0,4,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.09,0.08,0.09,Matches,ed36f825
745,Welliton,br BRA,MFFW,Bragantino,21,2000,6,0,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,10,5,18,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.00,0.24,Matches,d1a7e953
746,Wendell,br BRA,MF,Ceará,19,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,82b7e058
