Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
317,Jô,br BRA,FW,Ceará,34,1987,11,9,783,8.7,2,0,2,2,0,1,1,1,2.8,2.1,1.0,3.1,5,13,55,0.23,0.00,0.23,0.23,0.23,0.33,0.12,0.45,0.24,0.35,Matches,e47d11f8
318,Jô,br BRA,FW,Corinthians,34,1987,4,1,194,2.2,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,0,7,12,0.46,0.00,0.46,0.46,0.46,0.31,0.02,0.33,0.31,0.33,Matches,e47d11f8
319,Joaquim,br BRA,DF,Cuiabá,23,1998,25,24,2148,23.9,1,1,2,1,0,0,4,0,2.4,2.4,0.4,2.8,9,79,6,0.04,0.04,0.08,0.04,0.08,0.10,0.02,0.12,0.10,0.12,Matches,69e5e199
320,John,br BRA,GK,Santos,25,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,33a235af
321,Jonas,br BRA,MF,São Paulo,22,1999,1,0,25,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,2,0.00,3.60,3.60,0.00,3.60,0.17,0.34,0.51,0.17,0.51,Matches,32794a5b
322,Felipe Jonatan,br BRA,DF,Santos,23,1998,26,24,2071,23.0,0,2,2,0,0,0,3,0,0.4,0.4,2.0,2.4,31,131,63,0.00,0.09,0.09,0.00,0.09,0.02,0.09,0.10,0.02,0.10,Matches,0102ca7f
323,Jonathan,br BRA,DF,Botafogo (RJ),23,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,f3f60814
324,Jorge,br BRA,DF,Palmeiras,25,1996,9,5,469,5.2,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,8,18,22,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.10,0.02,0.10,Matches,13c44fc5
325,Jorginho,br BRA,MF,Atl Goianiense,31,1991,30,19,1639,18.2,3,0,3,3,0,0,8,0,4.0,4.0,3.5,7.6,49,141,93,0.16,0.00,0.16,0.16,0.16,0.22,0.19,0.42,0.22,0.42,Matches,1f809750
326,Jhojan Julio,ec ECU,FWMF,Santos,23,1998,14,12,824,9.2,0,2,2,0,0,0,2,0,0.8,0.8,1.4,2.2,6,19,50,0.00,0.22,0.22,0.00,0.22,0.09,0.15,0.24,0.09,0.24,Matches,b1fc89f5
327,Juninho,br BRA,MF,América (MG),35,1986,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,2cc16e46
328,Juninho,br BRA,MF,América (MG),34,1987,35,35,3105,34.5,5,6,11,5,0,0,6,0,4.6,4.6,3.4,8.0,67,184,168,0.14,0.17,0.32,0.14,0.32,0.13,0.10,0.23,0.13,0.23,Matches,7d10ca2e
329,Renato Junior,br BRA,FWMF,Goiás,19,2002,17,3,496,5.5,0,1,1,0,0,0,3,0,0.4,0.4,1.2,1.5,10,5,30,0.00,0.18,0.18,0.00,0.18,0.07,0.21,0.28,0.07,0.28,Matches,80b72720
330,Jussa,br BRA,MFDF,Fortaleza,25,1996,12,7,629,7.0,0,1,1,0,0,0,1,0,0.2,0.2,0.7,1.0,8,38,15,0.00,0.14,0.14,0.00,0.14,0.03,0.11,0.14,0.03,0.14,Matches,883f5dc8
331,Kaiky,br BRA,DF,Santos,18,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,55634fb8
332,Lucas Kal,br BRA,MF,América (MG),25,1996,28,26,2164,24.0,0,0,0,0,0,0,4,0,0.8,0.8,0.5,1.3,18,122,20,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Matches,33ed689d
333,Kanu,br BRA,DF,Botafogo (RJ),24,1997,19,16,1447,16.1,0,0,0,0,0,0,5,0,0.6,0.6,0.0,0.6,1,27,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches,fefa9b9a
334,Alan Kardec,br BRA,FWMF,Atlético Mineiro,33,1989,12,0,257,2.9,2,0,2,2,0,0,0,0,3.1,3.1,0.0,3.1,0,2,22,0.70,0.00,0.70,0.70,0.70,1.08,0.00,1.08,1.08,1.08,Matches,e7fba767
335,Kauan,br BRA,FW,Bragantino,18,2003,1,0,25,0.3,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,0,0,0.00,0.00,0.00,0.00,0.00,1.62,0.00,1.62,1.62,1.62,Matches,34375e0b
336,Kawê,br BRA,MFFW,América (MG),19,2002,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f1bca9ec
337,Kayque,br BRA,MF,Botafogo (RJ),21,2000,6,3,278,3.1,1,0,1,1,0,0,3,0,0.6,0.6,0.4,1.0,6,15,3,0.32,0.00,0.32,0.32,0.32,0.19,0.14,0.33,0.19,0.33,Matches,54b980d6
338,Renato Kayser,br BRA,FW,Fortaleza,25,1996,6,0,163,1.8,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,2,0,7,0.00,0.00,0.00,0.00,0.00,0.39,0.11,0.50,0.39,0.50,Matches,c7495dda
339,Gabriel Kazu,br BRA,MF,Avaí,22,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,42430d76
340,Keiller,br BRA,GK,Internacional,25,1996,15,15,1350,15.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e38fde76
341,Thalisson Kelven,br BRA,DF,Juventude,23,1998,25,20,1800,20.0,0,0,0,0,0,0,3,0,1.2,1.2,0.1,1.3,2,13,0,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,Matches,18e87471
342,Kelvi,br BRA,MF,Juventude,19,2002,1,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,33143d85
343,Kelvin,br BRA,MFFW,Atl Goianiense,24,1997,11,0,304,3.4,1,0,1,1,0,0,0,0,0.6,0.6,0.4,0.9,24,19,38,0.30,0.00,0.30,0.30,0.30,0.16,0.11,0.27,0.16,0.27,Matches,b8dab818
344,Kelvyn,br BRA,FWDF,Ceará,22,1999,2,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8b992778
345,John Kennedy,br BRA,FWMF,Fluminense,19,2002,6,0,141,1.6,0,0,0,0,0,0,3,0,1.1,1.1,0.4,1.5,0,1,15,0.00,0.00,0.00,0.00,0.00,0.71,0.27,0.98,0.71,0.98,Matches,132880e0
346,Keno,br BRA,FWMF,Atlético Mineiro,32,1989,29,22,1855,20.6,4,1,5,4,0,0,5,0,5.8,5.8,4.8,10.5,95,102,221,0.19,0.05,0.24,0.19,0.24,0.28,0.23,0.51,0.28,0.51,Matches,98558c11
347,Kevin,br BRA,DF,Avaí,24,1997,32,32,2630,29.2,2,1,3,1,1,1,3,0,1.5,0.8,1.9,2.7,36,138,95,0.07,0.03,0.10,0.03,0.07,0.05,0.07,0.12,0.03,0.09,Matches,1f07666f
348,Khellven,br BRA,DF,Atl Paranaense,20,2001,28,22,2103,23.4,1,2,3,0,1,1,1,0,1.3,0.5,3.5,4.0,39,66,111,0.04,0.09,0.13,0.00,0.09,0.05,0.15,0.20,0.02,0.17,Matches,cf18ab1b
349,Willian Klaus,br BRA,DF,Atl Goianiense,28,1994,9,5,541,6.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,5,12,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,ddc86898
350,Willian Klaus,br BRA,DF,Botafogo (RJ),28,1994,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ddc86898
351,Benjamín Kuscevic,cl CHI,DF,Palmeiras,25,1996,5,3,296,3.3,0,1,1,0,0,0,1,0,0.7,0.7,0.6,1.4,0,3,1,0.00,0.30,0.30,0.00,0.30,0.22,0.19,0.41,0.22,0.41,Matches,9edddc34
352,Gabriel Lacerda,br BRA,DF,Ceará,22,1999,25,18,1798,20.0,0,0,0,0,0,0,4,0,0.9,0.9,0.0,0.9,9,42,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,0664b5a6
353,Anthony Landazuri,ec ECU,DF,Fortaleza,24,1997,7,6,521,5.8,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,10,28,21,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches,b3a267f0
354,Thauan Lara,br BRA,DFFW,Internacional,18,2004,7,4,345,3.8,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,4,6,5,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches,c4dba1f3
355,Lázaro,br BRA,FWMF,Flamengo,19,2002,21,10,821,9.1,4,2,6,4,0,0,2,0,3.7,3.7,1.5,5.2,31,40,103,0.44,0.22,0.66,0.44,0.66,0.41,0.16,0.57,0.41,0.57,Matches,86ff856b
356,Anderson Leite,br BRA,MF,Juventude,28,1993,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches,9981c92d
357,Vinícius Leite,br BRA,MF,Avaí,28,1993,4,2,139,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,8,3,0.00,0.00,0.00,0.00,0.00,0.11,0.06,0.17,0.11,0.17,Matches,e991fbd7
358,Bernardo Lemes,br BRA,MFFW,Coritiba,20,2002,19,9,942,10.5,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.9,9,26,28,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09,Matches,1ee9a3b6
359,Marcos Leonardo,br BRA,FW,Santos,18,2003,35,34,2882,32.0,13,3,16,11,2,2,8,0,13.2,11.7,3.5,15.2,36,39,165,0.41,0.09,0.50,0.34,0.44,0.41,0.11,0.52,0.36,0.47,Matches,3f47ebce
360,Vitor Leque,br BRA,MFDF,Juventude,21,2001,2,0,53,0.6,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,1,8,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,6ba15719
361,Lima,br BRA,FWMF,Ceará,25,1996,31,23,1933,21.5,3,0,3,1,2,2,2,1,4.0,2.4,1.7,4.1,47,111,101,0.14,0.00,0.14,0.05,0.05,0.19,0.08,0.26,0.11,0.19,Matches,d215c7de
362,Anderson Lima,br BRA,MFFW,São Paulo,22,1999,10,2,210,2.3,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,6,12,20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches,59be3a74
363,Lucas Lima,br BRA,DFMF,Atl Goianiense,21,2000,7,0,126,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.4,2,8,17,0.00,0.00,0.00,0.00,0.00,0.24,0.02,0.27,0.24,0.27,Matches,c4c45622
364,Lucas Lima,br BRA,MFFW,Fortaleza,31,1990,22,13,1168,13.0,0,2,2,0,0,0,4,0,0.6,0.6,3.1,3.7,31,80,97,0.00,0.15,0.15,0.00,0.15,0.05,0.24,0.28,0.05,0.28,Matches,49d03337
365,Rodrigo Lindoso,br BRA,MF,Ceará,32,1989,13,10,862,9.6,0,1,1,0,0,0,6,0,1.0,1.0,1.1,2.0,4,53,10,0.00,0.10,0.10,0.00,0.10,0.10,0.11,0.21,0.10,0.21,Matches,7b013540
366,Liziero,br BRA,MF,Internacional,23,1998,14,5,505,5.6,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,11,14,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,318ecb8c
367,David Loiola,br BRA,DF,Ceará,19,2002,5,4,399,4.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,eddf365e
368,Marcelo Lomba,br BRA,GK,Palmeiras,35,1986,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e4835e3c
369,Kevin Lomónaco,ar ARG,DF,Bragantino,20,2002,16,12,1115,12.4,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,20,64,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03,Matches,dd5ddb83
370,José López,ar ARG,FW,Palmeiras,21,2000,12,5,546,6.1,2,0,2,2,0,0,3,0,3.3,3.3,0.2,3.5,7,11,27,0.33,0.00,0.33,0.33,0.33,0.54,0.04,0.58,0.54,0.58,Matches,e1426a52
371,Henrique Lordelo,br BRA,MFDF,Goiás,21,2000,5,2,123,1.4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b63394ba
372,Guillermo de los Santos,uy URU,DF,Coritiba,30,1991,14,11,946,10.5,0,1,1,0,0,0,2,1,0.9,0.9,0.2,1.1,2,23,6,0.00,0.10,0.10,0.00,0.10,0.09,0.01,0.10,0.09,0.10,Matches,1ac629b0
373,Luan,br BRA,MF,São Paulo,22,1999,6,2,163,1.8,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,4,7,1,0.55,0.00,0.55,0.55,0.55,0.04,0.00,0.04,0.04,0.04,Matches,12a226cf
374,Luan,br BRA,MF,Goiás,31,1990,2,0,48,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,4,4,0.00,0.00,0.00,0.00,0.00,0.07,0.21,0.27,0.07,0.27,Matches,22fc8906
375,Lucão,br BRA,GK,Bragantino,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ebb5a0df
376,Lucas,br BRA,DF,Santos,20,2001,20,15,1456,16.2,0,0,0,0,0,0,2,1,0.7,0.7,1.8,2.5,51,64,108,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.16,0.04,0.16,Matches,5d68f5b2
377,Ayrton Lucas,br BRA,DF,Flamengo,24,1997,31,28,2560,28.4,2,6,8,2,0,0,4,0,1.6,1.6,3.0,4.6,74,125,115,0.07,0.21,0.28,0.07,0.28,0.06,0.10,0.16,0.06,0.16,Matches,db90b737
378,João Lucas,br BRA,DFMF,Cuiabá,23,1998,31,24,2139,23.8,0,0,0,0,0,0,8,1,0.6,0.6,1.3,1.9,52,97,92,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches,289dc81e
379,Luciano,br BRA,FW,São Paulo,28,1993,31,25,2037,22.6,11,2,13,9,2,3,9,0,9.5,7.1,2.9,10.1,36,68,123,0.49,0.09,0.57,0.40,0.49,0.42,0.13,0.55,0.31,0.44,Matches,24ce161c
380,André Luis,br BRA,FWMF,Cuiabá,24,1997,33,22,1838,20.4,3,0,3,3,0,0,5,0,2.1,2.1,2.2,4.3,25,45,129,0.15,0.00,0.15,0.15,0.15,0.10,0.11,0.21,0.10,0.21,Matches,821097f7
381,Filipe Luís,br BRA,DF,Flamengo,36,1985,10,8,635,7.1,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,22,65,44,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.19,0.09,0.19,Matches,e4ed2628
382,Victor Luis,br BRA,DF,Ceará,28,1993,24,14,1412,15.7,0,0,0,0,0,0,1,0,0.4,0.4,1.2,1.6,35,79,33,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.10,0.03,0.10,Matches,cc68c4d3
383,David Luiz,br BRA,DF,Flamengo,34,1987,19,17,1424,15.8,0,0,0,0,0,0,4,0,1.0,1.0,0.5,1.5,15,90,6,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.10,0.06,0.10,Matches,c0e27d1a
384,Luizão,br BRA,DF,São Paulo,19,2002,14,11,991,11.0,1,0,1,1,0,0,5,0,0.7,0.7,0.2,0.8,6,29,0,0.09,0.00,0.09,0.09,0.09,0.06,0.02,0.08,0.06,0.08,Matches,fb02fba4
385,Vinícius Machado,br BRA,GK,Ceará,21,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0d9b2e53
386,Mádson,br BRA,DF,Santos,30,1992,27,25,2139,23.8,3,2,5,3,0,0,5,0,0.8,0.8,1.2,2.1,26,87,93,0.13,0.08,0.21,0.13,0.21,0.03,0.05,0.09,0.03,0.09,Matches,766094be
387,Maguinho,br BRA,DFMF,Goiás,29,1993,31,22,1941,21.6,0,0,0,0,0,0,10,0,0.5,0.5,0.7,1.1,36,46,71,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches,d1c855c5
388,Gustavo Maia,br BRA,FW,Internacional,21,2001,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b36fed1d
389,Leonardo Maia,br BRA,MF,Bragantino,18,2003,1,0,25,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,a6f491e2
390,Pablo Maia,br BRA,MF,São Paulo,20,2002,32,22,2053,22.8,0,0,0,0,0,0,7,0,0.9,0.9,0.7,1.6,13,130,11,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,3a243771
391,Thiago Maia,br BRA,MF,Flamengo,24,1997,24,18,1544,17.2,0,0,0,0,0,0,6,0,0.3,0.3,0.4,0.7,13,92,25,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,91e58f66
392,Maicon,br BRA,DF,Santos,33,1988,23,23,1918,21.3,0,2,2,0,0,0,2,0,0.9,0.9,0.8,1.7,13,83,2,0.00,0.09,0.09,0.00,0.09,0.04,0.04,0.08,0.04,0.08,Matches,2a8683b9
393,Iago Maidana,br BRA,DF,América (MG),25,1996,17,12,1035,11.5,3,0,3,1,2,2,5,1,1.2,0.3,0.1,0.4,7,30,2,0.26,0.00,0.26,0.09,0.09,0.11,0.01,0.11,0.03,0.03,Matches,e65a5924
394,Léo Mana,br BRA,DF,Corinthians,17,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d7a180bc
395,Alef Manga,br BRA,FWMF,Coritiba,27,1994,35,30,2426,27.0,9,5,14,7,2,2,13,1,8.0,6.5,3.8,10.3,92,86,217,0.33,0.19,0.52,0.26,0.45,0.30,0.14,0.44,0.24,0.38,Matches,559782c4
396,Manoel,br BRA,DF,Fluminense,31,1990,31,31,2448,27.2,4,1,5,4,0,0,5,2,1.6,1.6,1.1,2.7,24,95,11,0.15,0.04,0.18,0.15,0.18,0.06,0.04,0.10,0.06,0.10,Matches,12748e35
397,Gustavo Mantuan,br BRA,FWDF,Corinthians,20,2001,14,10,863,9.6,3,1,4,3,0,0,0,0,1.8,1.8,0.6,2.4,21,33,71,0.31,0.10,0.42,0.31,0.42,0.19,0.06,0.25,0.19,0.25,Matches,0d717632
398,Luis Manuel Orejuela,co COL,DF,Atl Paranaense,26,1995,15,15,1166,13.0,1,1,2,1,0,0,1,0,0.3,0.3,0.6,0.9,34,28,57,0.08,0.08,0.15,0.08,0.15,0.02,0.05,0.07,0.02,0.07,Matches,e6a6379d
399,Maranhão,br BRA,FW,Botafogo (RJ),19,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,617f236c
400,Willian Maranhão,br BRA,MFDF,Atl Goianiense,26,1995,18,17,1334,14.8,0,0,0,0,0,0,7,1,0.1,0.1,0.3,0.4,13,45,9,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,f1d95c74
401,Willian Maranhão,br BRA,MF,Santos,26,1995,4,1,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,f1d95c74
402,Fernando Marçal,br BRA,DF,Botafogo (RJ),32,1989,18,18,1542,17.1,1,2,3,1,0,0,6,0,0.3,0.3,3.7,4.0,34,68,65,0.06,0.12,0.18,0.06,0.18,0.01,0.22,0.23,0.01,0.23,Matches,9ae9eaea
403,Marcelo,br BRA,DF,Fortaleza,26,1996,31,29,2612,29.0,0,1,1,0,0,0,5,0,1.0,1.0,0.8,1.8,4,60,7,0.00,0.03,0.03,0.00,0.03,0.03,0.03,0.06,0.03,0.06,Matches,300b455d
404,Marcinho,br BRA,FWMF,Avaí,26,1995,15,5,521,5.8,1,0,1,1,0,0,1,0,1.1,1.1,1.4,2.5,16,25,53,0.17,0.00,0.17,0.17,0.17,0.18,0.25,0.43,0.18,0.43,Matches,5465c7f9
405,Mariano,br BRA,DF,Atlético Mineiro,35,1986,25,19,1732,19.2,0,1,1,0,0,0,5,0,0.2,0.2,2.1,2.3,35,133,75,0.00,0.05,0.05,0.00,0.05,0.01,0.11,0.12,0.01,0.12,Matches,e26f559f
406,Marinho,br BRA,FW,Flamengo,31,1990,25,16,1381,15.3,4,5,9,3,1,1,6,1,3.1,2.3,2.7,5.0,65,52,168,0.26,0.33,0.59,0.20,0.52,0.20,0.17,0.38,0.15,0.32,Matches,c077c735
407,Rodriguinho Marinho,br BRA,FWMF,Cuiabá,33,1988,33,16,1481,16.5,3,2,5,3,0,0,0,0,4.5,4.5,0.9,5.3,16,62,90,0.18,0.12,0.30,0.18,0.30,0.27,0.05,0.32,0.27,0.32,Matches,0e335a47
408,Marlon,br BRA,DF,América (MG),27,1994,29,26,2185,24.3,0,1,1,0,0,0,5,1,0.8,0.8,1.6,2.4,65,140,94,0.00,0.04,0.04,0.00,0.04,0.03,0.06,0.10,0.03,0.10,Matches,a87b508e
409,Marlon,br BRA,DF,Fluminense,24,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,7,13,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches,63969d01
410,Marlon,br BRA,MFFW,Juventude,31,1990,10,7,405,4.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,20,12,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches,455c6130
411,Marlos,ua UKR,MFFW,Atl Paranaense,33,1988,6,0,150,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,6,10,10,0.00,0.00,0.00,0.00,0.00,0.16,0.24,0.40,0.16,0.40,Matches,9139bb12
412,Felipe Marques,br BRA,FWMF,Cuiabá,32,1990,24,10,954,10.6,0,2,2,0,0,0,1,0,1.1,1.1,1.4,2.5,49,33,105,0.00,0.19,0.19,0.00,0.19,0.10,0.13,0.23,0.10,0.23,Matches,30139a1c
413,Gustavo Marques,br BRA,DF,América (MG),20,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b4fce835
414,Marquinhos,br BRA,MF,São Paulo,18,2003,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,1,4,0.00,0.00,0.00,0.00,0.00,0.07,0.24,0.31,0.07,0.31,Matches,59878425
415,Marquinhos,br BRA,FWMF,Cuiabá,25,1997,6,2,198,2.2,0,1,1,0,0,0,0,0,0.1,0.1,0.0,0.1,6,7,15,0.00,0.45,0.45,0.00,0.45,0.03,0.01,0.04,0.03,0.04,Matches,a9c95220
416,Marrony,br BRA,FWMF,Fluminense,22,1999,10,0,178,2.0,0,0,0,0,0,0,1,1,0.4,0.4,0.2,0.6,12,8,15,0.00,0.00,0.00,0.00,0.00,0.22,0.08,0.31,0.22,0.31,Matches,1dff86ec
417,Matheus Martinelli,br BRA,MF,Fluminense,20,2001,28,17,1619,18.0,1,3,4,1,0,0,1,0,1.6,1.6,2.2,3.7,42,119,64,0.06,0.17,0.22,0.06,0.22,0.09,0.12,0.21,0.09,0.21,Matches,2b124c8c
418,Adrián Martínez,ar ARG,FWMF,Coritiba,29,1992,22,10,1000,11.1,4,1,5,4,0,0,7,0,4.4,4.4,0.6,5.0,8,22,61,0.36,0.09,0.45,0.36,0.45,0.40,0.05,0.45,0.40,0.45,Matches,6c513f98
419,Matheus Martins,br BRA,FWMF,Fluminense,18,2003,30,17,1604,17.8,3,5,8,3,0,0,2,0,3.7,3.7,3.0,6.7,62,77,175,0.17,0.28,0.45,0.17,0.45,0.21,0.17,0.37,0.21,0.37,Matches,73fd2787
420,Wellington Martins,br BRA,MF,Fluminense,31,1991,11,9,630,7.0,0,1,1,0,0,0,2,0,0.0,0.0,0.4,0.4,4,33,3,0.00,0.14,0.14,0.00,0.14,0.00,0.06,0.06,0.00,0.06,Matches,0430d656
421,Gonzalo Mastriani,uy URU,FW,América (MG),28,1993,11,3,468,5.2,1,1,2,1,0,0,1,0,1.3,1.3,0.6,1.9,5,13,22,0.19,0.19,0.38,0.19,0.38,0.26,0.11,0.37,0.26,0.37,Matches,b4339e2b
422,Mateusão,br BRA,FWMF,Flamengo,17,2004,8,2,227,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,0,19,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches,78bee906
423,William Matheus,br BRA,DF,Juventude,31,1990,14,11,907,10.1,0,0,0,0,0,0,4,1,1.0,1.0,0.2,1.2,9,41,26,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.12,0.09,0.12,Matches,3498ddf4
424,Matheusinho,br BRA,MFFW,América (MG),23,1998,28,13,1375,15.3,2,0,2,2,0,0,2,1,2.0,2.0,2.0,3.9,40,98,125,0.13,0.00,0.13,0.13,0.13,0.13,0.13,0.26,0.13,0.26,Matches,74f5a96d
